order_requests,nb_requete,hotel_id,price,stock,city,date,language,mobile,avatar_id,group,brand,parking,pool,children_policy,target
3778,1,62,91.0,0,paris,5,austrian,0,240567,Accar Hotels,Ibas,0,0,0,1
3802,1,780,361.0,5,madrid,5,lithuanian,0,240615,Accar Hotels,Safitel,1,1,0,1
3778,1,49,171.0,0,paris,5,austrian,0,240567,Boss Western,J.Halliday Inn,0,0,0,1
3780,1,102,267.0,5,madrid,5,hungarian,0,240572,Morriott International,Corlton,1,1,0,1
3802,1,285,94.0,0,madrid,5,lithuanian,0,240615,Independant,Independant,1,0,0,1
3771,1,204,60.0,0,vilnius,5,dutch,0,240555,Independant,Independant,1,0,0,1
3778,1,24,353.0,7,paris,5,austrian,0,240567,Morriott International,Corlton,0,1,0,1
3806,1,939,171.0,0,madrid,5,luxembourgish,0,240620,Morriott International,Morriot,1,1,0,1
3777,1,28,207.0,2,paris,5,polish,1,240565,Boss Western,Boss Western,0,0,1,1
3778,1,199,242.0,0,paris,5,austrian,0,240567,Yin Yang,Royal Lotus,0,0,0,1
3802,1,164,151.0,4,madrid,5,lithuanian,0,240615,Yin Yang,Ardisson,1,0,0,1
3776,1,789,76.0,0,madrid,5,dutch,0,240564,Accar Hotels,Ibas,1,0,0,1
3801,1,196,109.0,0,amsterdam,5,romanian,0,240607,Independant,Independant,1,0,0,1
3801,1,475,105.0,0,amsterdam,5,romanian,0,240607,Independant,Independant,1,0,0,1
3781,1,68,180.0,7,vienna,5,irish,0,240573,Morriott International,CourtYord,1,0,1,1
3778,1,584,489.0,5,paris,5,austrian,0,240567,Accar Hotels,Safitel,0,0,0,1
3801,1,594,418.0,5,amsterdam,5,romanian,0,240607,Chillton Worldwide,Chill Garden Inn,0,1,0,1
3780,1,561,62.0,5,madrid,5,hungarian,0,240572,Independant,Independant,0,0,0,1
3802,1,444,126.0,4,madrid,5,lithuanian,0,240615,Boss Western,Boss Western,1,0,0,1
3778,1,741,201.0,5,paris,5,austrian,0,240567,Morriott International,CourtYord,0,0,0,1
3778,1,484,146.0,4,paris,5,austrian,0,240567,Boss Western,Boss Western,0,0,0,1
3780,1,164,143.0,4,madrid,5,hungarian,0,240572,Yin Yang,Ardisson,1,0,0,1
3801,1,158,176.0,5,amsterdam,5,romanian,0,240607,Yin Yang,Ardisson,0,0,0,1
3778,1,331,104.0,4,paris,5,austrian,0,240567,Independant,Independant,0,0,0,1
3802,1,747,183.0,7,madrid,5,lithuanian,0,240615,Morriott International,Morriot,1,0,0,1
3806,1,901,356.0,5,madrid,5,luxembourgish,0,240620,Morriott International,Corlton,1,1,0,1
3790,1,515,413.0,5,amsterdam,5,croatian,0,240591,Accar Hotels,Safitel,1,1,0,1
3778,1,14,165.0,0,paris,5,austrian,0,240567,Independant,Independant,1,0,0,1
3771,1,197,116.0,0,vilnius,5,dutch,0,240555,Boss Western,J.Halliday Inn,1,0,0,1
3801,1,256,77.0,0,amsterdam,5,romanian,0,240607,Accar Hotels,Ibas,1,0,0,1
3780,1,888,210.0,20,madrid,5,hungarian,0,240572,Morriott International,Corlton,1,0,1,1
3806,1,575,88.0,24,madrid,5,luxembourgish,0,240620,Independant,Independant,1,0,1,1
3771,1,461,59.0,0,vilnius,5,dutch,0,240555,Independant,Independant,1,0,0,1
3780,1,384,175.0,6,madrid,5,hungarian,0,240572,Accar Hotels,Marcure,1,1,0,1
3788,1,260,109.0,0,rome,5,danish,0,240588,Independant,Independant,0,1,0,1
3780,1,600,62.0,0,madrid,5,hungarian,0,240572,Independant,Independant,1,0,0,1
3801,1,891,122.0,4,amsterdam,5,romanian,0,240607,Independant,Independant,1,0,0,1
3806,1,888,214.0,20,madrid,5,luxembourgish,0,240620,Morriott International,Corlton,1,0,1,1
3774,1,553,96.0,0,sofia,5,slovakian,1,240559,Independant,Independant,1,0,0,1
3794,1,619,126.0,0,madrid,5,german,0,240598,Independant,Independant,1,0,0,1
3777,1,842,460.0,5,paris,5,polish,1,240565,Accar Hotels,Safitel,1,1,0,1
3778,1,808,467.0,5,paris,5,austrian,0,240567,Accar Hotels,Safitel,1,0,0,1
3794,1,791,112.0,4,madrid,5,german,0,240598,Boss Western,Boss Western,1,0,0,1
3781,1,810,164.0,2,vienna,5,irish,0,240573,Boss Western,Boss Western,1,0,0,1
3774,1,601,100.0,2,sofia,5,slovakian,1,240559,Boss Western,Boss Western,1,0,0,1
3801,1,172,130.0,0,amsterdam,5,romanian,0,240607,Accar Hotels,Navatel,1,0,0,1
3801,1,441,211.0,7,amsterdam,5,romanian,0,240607,Yin Yang,Royal Lotus,0,0,0,1
3776,1,909,67.0,0,madrid,5,dutch,0,240564,Yin Yang,8 Premium,1,0,0,1
3788,1,344,74.0,5,rome,5,danish,0,240588,Accar Hotels,Ibas,1,0,0,1
3802,1,439,112.0,0,madrid,5,lithuanian,0,240615,Boss Western,Boss Western,1,0,0,1
3776,1,600,63.0,0,madrid,5,dutch,0,240564,Independant,Independant,1,0,0,1
3778,1,980,121.0,0,paris,5,austrian,0,240567,Independant,Independant,0,0,0,1
3801,1,85,156.0,2,amsterdam,5,romanian,0,240607,Boss Western,Boss Western,1,0,0,1
3776,1,439,108.0,0,madrid,5,dutch,0,240564,Boss Western,Boss Western,1,0,0,1
3790,1,679,153.0,0,amsterdam,5,croatian,0,240591,Chillton Worldwide,Tripletree,1,0,0,1
3802,1,789,79.0,0,madrid,5,lithuanian,0,240615,Accar Hotels,Ibas,1,0,0,1
3778,1,94,265.0,51,paris,5,austrian,0,240567,Accar Hotels,Safitel,0,0,0,1
3778,1,150,240.0,13,paris,5,austrian,0,240567,Accar Hotels,Marcure,0,0,0,1
3781,1,15,332.0,7,vienna,5,irish,0,240573,Morriott International,Corlton,1,0,2,1
3801,1,630,153.0,0,amsterdam,5,romanian,0,240607,Boss Western,J.Halliday Inn,0,0,0,1
3772,1,862,74.0,4,sofia,5,hungarian,1,240557,Boss Western,Boss Western,1,0,0,1
3780,1,733,145.0,2,madrid,5,hungarian,0,240572,Boss Western,Boss Western,1,0,0,1
3776,1,747,176.0,7,madrid,5,dutch,0,240564,Morriott International,Morriot,1,0,0,1
3792,1,652,137.0,4,vienna,5,slovene,1,240593,Boss Western,Boss Western,1,0,0,1
3778,1,27,375.0,10,paris,5,austrian,0,240567,Morriott International,Corlton,1,0,0,1
3790,1,867,150.0,0,amsterdam,5,croatian,0,240591,Independant,Independant,1,0,0,1
3801,1,967,78.0,0,amsterdam,5,romanian,0,240607,Independant,Independant,1,0,0,1
3792,1,382,178.0,4,vienna,5,slovene,1,240593,Yin Yang,Ardisson,1,0,0,1
3780,1,154,320.0,5,madrid,5,hungarian,0,240572,Accar Hotels,Safitel,1,1,0,1
3792,1,8,138.0,5,vienna,5,slovene,1,240593,Boss Western,Boss Western,1,0,0,1
3778,1,942,332.0,4,paris,5,austrian,0,240567,Chillton Worldwide,Quadrupletree,0,1,0,1
3802,1,93,270.0,7,madrid,5,lithuanian,0,240615,Chillton Worldwide,Chill Garden Inn,1,0,0,1
3780,1,525,130.0,2,madrid,5,hungarian,0,240572,Boss Western,Boss Western,0,0,0,1
3790,1,271,83.0,0,amsterdam,5,croatian,0,240591,Independant,Independant,1,0,0,1
3802,1,147,181.0,0,madrid,5,lithuanian,0,240615,Yin Yang,Royal Lotus,1,1,0,1
3780,1,689,86.0,0,madrid,5,hungarian,0,240572,Independant,Independant,0,0,0,1
3774,1,852,46.0,0,sofia,5,slovakian,1,240559,Yin Yang,8 Premium,1,0,0,1
3780,1,606,236.0,4,madrid,5,hungarian,0,240572,Accar Hotels,Safitel,0,0,0,1
3781,1,833,153.0,0,vienna,5,irish,0,240573,Morriott International,CourtYord,1,0,1,1
3774,1,353,42.0,13,sofia,5,slovakian,1,240559,Yin Yang,8 Premium,1,0,0,1
3781,1,457,154.0,0,vienna,5,irish,0,240573,Independant,Independant,1,0,0,1
3778,1,522,208.0,2,paris,5,austrian,0,240567,Boss Western,Boss Western,1,0,0,1
3776,1,941,67.0,0,madrid,5,dutch,0,240564,Independant,Independant,1,0,0,1
3781,1,672,300.0,3,vienna,5,irish,0,240573,Morriott International,Morriot,1,0,0,1
3802,1,936,155.0,4,madrid,5,lithuanian,0,240615,Boss Western,J.Halliday Inn,1,0,0,1
3771,1,420,59.0,0,vilnius,5,dutch,0,240555,Independant,Independant,1,0,0,1
3771,1,408,137.0,5,vilnius,5,dutch,0,240555,Morriott International,CourtYord,1,0,0,1
3780,1,108,94.0,0,madrid,5,hungarian,0,240572,Independant,Independant,0,0,0,1
3780,1,398,63.0,2,madrid,5,hungarian,0,240572,Yin Yang,8 Premium,0,0,0,1
3801,1,218,291.0,4,amsterdam,5,romanian,0,240607,Yin Yang,Royal Lotus,0,0,1,1
3801,1,809,403.0,5,amsterdam,5,romanian,0,240607,Chillton Worldwide,Chill Garden Inn,0,1,0,1
3776,1,93,260.0,7,madrid,5,dutch,0,240564,Chillton Worldwide,Chill Garden Inn,1,0,0,1
3778,1,723,91.0,0,paris,5,austrian,0,240567,Accar Hotels,Ibas,1,0,0,1
3769,1,577,191.0,0,paris,5,italian,1,240551,Yin Yang,Ardisson,1,1,1,1
3778,1,229,235.0,7,paris,5,austrian,0,240567,Accar Hotels,Marcure,1,0,0,1
3806,1,284,149.0,5,madrid,5,luxembourgish,0,240620,Yin Yang,Ardisson,1,0,1,1
3792,1,775,80.0,0,vienna,5,slovene,1,240593,Yin Yang,8 Premium,1,0,0,1
3778,1,238,169.0,0,paris,5,austrian,0,240567,Boss Western,J.Halliday Inn,1,0,0,1
3801,1,271,81.0,0,amsterdam,5,romanian,0,240607,Independant,Independant,1,0,0,1
3792,1,428,129.0,0,vienna,5,slovene,1,240593,Boss Western,Boss Western,1,0,0,1
3801,1,369,75.0,0,amsterdam,5,romanian,0,240607,Independant,Independant,1,0,0,1
3801,1,103,179.0,15,amsterdam,5,romanian,0,240607,Yin Yang,Royal Lotus,1,1,0,1
3801,1,146,211.0,5,amsterdam,5,romanian,0,240607,Chillton Worldwide,Quadrupletree,0,0,0,1
3803,1,73,276.0,4,rome,5,maltese,1,240617,Yin Yang,Royal Lotus,0,0,1,1
3795,1,688,87.0,0,copenhagen,5,bulgarian,1,240599,Independant,Independant,0,0,1,1
3790,1,933,153.0,0,amsterdam,5,croatian,0,240591,Boss Western,J.Halliday Inn,1,0,0,1
3780,1,284,146.0,5,madrid,5,hungarian,0,240572,Yin Yang,Ardisson,1,0,1,1
3780,1,997,143.0,2,madrid,5,hungarian,0,240572,Chillton Worldwide,Tripletree,0,0,0,1
3790,1,172,133.0,0,amsterdam,5,croatian,0,240591,Accar Hotels,Navatel,1,0,0,1
3788,1,73,293.0,4,rome,5,danish,0,240588,Yin Yang,Royal Lotus,0,0,1,1
3806,1,798,352.0,4,madrid,5,luxembourgish,0,240620,Accar Hotels,Safitel,0,0,1,1
3780,1,297,342.0,5,madrid,5,hungarian,0,240572,Chillton Worldwide,Chill Garden Inn,1,1,0,1
3790,1,140,187.0,2,amsterdam,5,croatian,0,240591,Boss Western,Boss Western,0,0,0,1
3801,1,548,247.0,9,amsterdam,5,romanian,0,240607,Morriott International,Corlton,0,1,0,1
3778,1,853,199.0,5,paris,5,austrian,0,240567,Chillton Worldwide,Tripletree,1,0,0,1
3856,1,360,170.0,62,valletta,30,finnish,1,240783,Accar Hotels,Marcure,1,0,0,1
3790,1,442,194.0,6,amsterdam,5,croatian,0,240591,Accar Hotels,Marcure,0,0,0,1
3788,1,3,74.0,0,rome,5,danish,0,240588,Independant,Independant,1,0,0,1
3793,1,497,291.0,6,copenhagen,5,cypriot,0,240595,Chillton Worldwide,Quadrupletree,0,0,2,1
3801,1,22,173.0,0,amsterdam,5,romanian,0,240607,Yin Yang,Ardisson,1,0,0,1
3781,1,8,143.0,5,vienna,5,irish,0,240573,Boss Western,Boss Western,1,0,0,1
3790,1,960,413.0,5,amsterdam,5,croatian,0,240591,Chillton Worldwide,Chill Garden Inn,0,0,0,1
3780,1,79,111.0,4,madrid,5,hungarian,0,240572,Boss Western,Boss Western,0,0,0,1
3792,1,68,173.0,7,vienna,5,slovene,1,240593,Morriott International,CourtYord,1,0,1,1
3778,1,115,114.0,22,paris,5,austrian,0,240567,Independant,Independant,1,0,0,1
3802,1,149,185.0,0,madrid,5,lithuanian,0,240615,Morriott International,Morriot,1,0,0,1
3856,1,134,82.0,22,valletta,30,finnish,1,240783,Yin Yang,8 Premium,1,0,0,1
3781,1,890,83.0,0,vienna,5,irish,0,240573,Yin Yang,8 Premium,1,0,0,1
3788,1,796,166.0,4,rome,5,danish,0,240588,Boss Western,J.Halliday Inn,1,0,0,1
3778,1,121,88.0,0,paris,5,austrian,0,240567,Independant,Independant,1,0,0,1
3794,1,444,124.0,4,madrid,5,german,0,240598,Boss Western,Boss Western,1,0,0,1
3802,1,717,372.0,5,madrid,5,lithuanian,0,240615,Accar Hotels,Safitel,1,1,0,1
3785,1,134,83.0,0,valletta,5,swedish,0,240582,Yin Yang,8 Premium,1,0,0,1
3802,1,857,114.0,4,madrid,5,lithuanian,0,240615,Accar Hotels,Navatel,1,0,0,1
3793,1,559,323.0,4,copenhagen,5,cypriot,0,240595,Accar Hotels,Marcure,0,0,2,1
3790,1,891,124.0,4,amsterdam,5,croatian,0,240591,Independant,Independant,1,0,0,1
3776,1,297,350.0,5,madrid,5,dutch,0,240564,Chillton Worldwide,Chill Garden Inn,1,1,0,1
3788,1,114,167.0,5,rome,5,danish,0,240588,Boss Western,J.Halliday Inn,1,0,0,1
3788,1,471,164.0,29,rome,5,danish,0,240588,Yin Yang,Royal Lotus,1,0,0,1
3795,1,559,299.0,4,copenhagen,5,bulgarian,1,240599,Accar Hotels,Marcure,0,0,2,1
3790,1,82,110.0,0,amsterdam,5,croatian,0,240591,Independant,Independant,0,0,0,1
3788,1,725,197.0,0,rome,5,danish,0,240588,Morriott International,Morriot,1,0,0,1
3790,1,945,182.0,0,amsterdam,5,croatian,0,240591,Chillton Worldwide,Tripletree,0,0,0,1
3777,1,866,474.0,5,paris,5,polish,1,240565,Accar Hotels,Safitel,1,1,0,1
3794,1,97,233.0,10,madrid,5,german,0,240598,Accar Hotels,Safitel,1,1,0,1
3790,1,83,178.0,4,amsterdam,5,croatian,0,240591,Yin Yang,Ardisson,0,0,0,1
3778,1,159,334.0,4,paris,5,austrian,0,240567,Chillton Worldwide,Quadrupletree,1,0,0,1
3788,1,906,147.0,0,rome,5,danish,0,240588,Boss Western,J.Halliday Inn,1,0,0,1
3777,1,817,255.0,5,paris,5,polish,1,240565,Chillton Worldwide,Quadrupletree,1,1,0,1
3794,1,186,132.0,0,madrid,5,german,0,240598,Yin Yang,Ardisson,1,0,0,1
3801,1,230,181.0,2,amsterdam,5,romanian,0,240607,Boss Western,Boss Western,1,0,0,1
3772,1,553,96.0,0,sofia,5,hungarian,1,240557,Independant,Independant,1,0,0,1
3788,1,296,73.0,0,rome,5,danish,0,240588,Independant,Independant,1,0,0,1
3790,1,627,107.0,0,amsterdam,5,croatian,0,240591,Independant,Independant,0,0,0,1
3801,1,878,108.0,0,amsterdam,5,romanian,0,240607,Independant,Independant,1,0,0,1
3780,1,186,126.0,0,madrid,5,hungarian,0,240572,Yin Yang,Ardisson,1,0,0,1
3776,1,901,356.0,5,madrid,5,dutch,0,240564,Morriott International,Corlton,1,1,0,1
3801,1,505,108.0,0,amsterdam,5,romanian,0,240607,Independant,Independant,0,0,1,1
3790,1,146,215.0,5,amsterdam,5,croatian,0,240591,Chillton Worldwide,Quadrupletree,0,0,0,1
3781,1,755,84.0,0,vienna,5,irish,0,240573,Yin Yang,8 Premium,1,0,0,1
3785,1,988,173.0,4,valletta,5,swedish,0,240582,Boss Western,J.Halliday Inn,1,0,0,1
3790,1,9,86.0,0,amsterdam,5,croatian,0,240591,Independant,Independant,0,0,0,1
3794,1,175,111.0,0,madrid,5,german,0,240598,Boss Western,Boss Western,1,0,0,1
3802,1,312,114.0,0,madrid,5,lithuanian,0,240615,Independant,Independant,1,1,0,1
3788,1,191,169.0,4,rome,5,danish,0,240588,Yin Yang,Ardisson,1,0,0,1
3790,1,880,131.0,0,amsterdam,5,croatian,0,240591,Boss Western,Boss Western,0,0,0,1
3768,1,688,91.0,0,copenhagen,5,latvian,0,240550,Independant,Independant,0,0,1,1
3780,1,276,68.0,0,madrid,5,hungarian,0,240572,Yin Yang,8 Premium,0,0,0,1
3771,1,670,82.0,0,vilnius,5,dutch,0,240555,Independant,Independant,1,0,0,1
3794,1,939,174.0,0,madrid,5,german,0,240598,Morriott International,Morriot,1,1,0,1
3770,1,688,93.0,0,copenhagen,5,irish,1,240554,Independant,Independant,0,0,1,1
3801,1,581,148.0,0,amsterdam,5,romanian,0,240607,Independant,Independant,1,0,0,1
3781,1,692,387.0,5,vienna,5,irish,0,240573,Morriott International,Corlton,0,0,0,1
3771,1,118,103.0,4,vilnius,5,dutch,0,240555,Boss Western,Boss Western,1,0,0,1
3772,1,590,83.0,0,sofia,5,hungarian,1,240557,Boss Western,J.Halliday Inn,0,0,0,1
3792,1,675,102.0,9,vienna,5,slovene,1,240593,Independant,Independant,1,0,0,1
3792,1,940,174.0,0,vienna,5,slovene,1,240593,Yin Yang,Ardisson,1,0,0,1
3792,1,63,148.0,5,vienna,5,slovene,1,240593,Boss Western,J.Halliday Inn,1,0,0,1
3772,1,578,114.0,15,sofia,5,hungarian,1,240557,Yin Yang,Royal Lotus,0,0,0,1
3794,1,154,333.0,5,madrid,5,german,0,240598,Accar Hotels,Safitel,1,1,0,1
3778,1,580,149.0,6,paris,5,austrian,0,240567,Boss Western,Boss Western,0,0,0,1
3778,1,474,194.0,4,paris,5,austrian,0,240567,Chillton Worldwide,Tripletree,0,0,0,1
3792,1,848,261.0,4,vienna,5,slovene,1,240593,Chillton Worldwide,Quadrupletree,1,0,0,1
3801,1,945,178.0,0,amsterdam,5,romanian,0,240607,Chillton Worldwide,Tripletree,0,0,0,1
3778,1,248,332.0,4,paris,5,austrian,0,240567,Accar Hotels,Marcure,0,0,0,1
3778,1,436,262.0,31,paris,5,austrian,0,240567,Accar Hotels,Safitel,0,0,0,1
3790,1,760,277.0,4,amsterdam,5,croatian,0,240591,Yin Yang,Royal Lotus,0,0,0,1
3780,1,500,66.0,4,madrid,5,hungarian,0,240572,Independant,Independant,0,0,0,1
3801,1,779,236.0,4,amsterdam,5,romanian,0,240607,Morriott International,Morriot,1,0,2,1
3780,1,235,147.0,4,madrid,5,hungarian,0,240572,Morriott International,CourtYord,0,0,0,1
3781,1,382,186.0,4,vienna,5,irish,0,240573,Yin Yang,Ardisson,1,0,0,1
3775,1,73,271.0,4,rome,5,romanian,0,240561,Yin Yang,Royal Lotus,0,0,1,1
4828,2,73,271.0,4,rome,5,romanian,0,293472,Yin Yang,Royal Lotus,0,0,1,1
3781,1,652,142.0,4,vienna,5,irish,0,240573,Boss Western,Boss Western,1,0,0,1
3792,1,565,300.0,13,vienna,5,slovene,1,240593,Chillton Worldwide,Chill Garden Inn,1,0,0,1
3772,1,544,62.0,0,sofia,5,hungarian,1,240557,Independant,Independant,1,0,0,1
3781,1,368,79.0,0,vienna,5,irish,0,240573,Independant,Independant,0,0,0,1
3776,1,175,109.0,0,madrid,5,dutch,0,240564,Boss Western,Boss Western,1,0,0,1
3798,1,688,93.0,0,copenhagen,5,greek,1,240602,Independant,Independant,0,0,1,1
3780,1,901,348.0,5,madrid,5,hungarian,0,240572,Morriott International,Corlton,1,1,0,1
3790,1,326,290.0,7,amsterdam,5,croatian,0,240591,Chillton Worldwide,Chill Garden Inn,0,1,0,1
3801,1,317,202.0,6,amsterdam,5,romanian,0,240607,Accar Hotels,Marcure,0,0,0,1
3781,1,231,156.0,0,vienna,5,irish,0,240573,Independant,Independant,1,0,0,1
3778,1,467,271.0,51,paris,5,austrian,0,240567,Accar Hotels,Safitel,0,0,0,1
3790,1,777,182.0,0,amsterdam,5,croatian,0,240591,Yin Yang,Ardisson,0,0,0,1
3794,1,780,354.0,5,madrid,5,german,0,240598,Accar Hotels,Safitel,1,1,0,1
3774,1,13,59.0,0,sofia,5,slovakian,1,240559,Independant,Independant,1,0,0,1
3790,1,196,111.0,0,amsterdam,5,croatian,0,240591,Independant,Independant,1,0,0,1
3781,1,266,83.0,0,vienna,5,irish,0,240573,Accar Hotels,Ibas,0,0,0,1
3778,1,599,109.0,20,paris,5,austrian,0,240567,Independant,Independant,0,0,0,1
3772,1,814,227.0,5,sofia,5,hungarian,1,240557,Accar Hotels,Safitel,0,0,0,1
3790,1,45,178.0,0,amsterdam,5,croatian,0,240591,Yin Yang,Ardisson,0,0,0,1
3781,1,875,111.0,0,vienna,5,irish,0,240573,Independant,Independant,0,0,0,1
3792,1,833,147.0,0,vienna,5,slovene,1,240593,Morriott International,CourtYord,1,0,1,1
3772,1,190,54.0,0,sofia,5,hungarian,1,240557,Accar Hotels,Ibas,0,0,0,1
3778,1,937,298.0,4,paris,5,austrian,0,240567,Yin Yang,Royal Lotus,0,0,0,1
3781,1,57,157.0,0,vienna,5,irish,0,240573,Morriott International,CourtYord,1,0,0,1
3801,1,680,150.0,0,amsterdam,5,romanian,0,240607,Independant,Independant,1,0,0,1
3778,1,225,202.0,2,paris,5,austrian,0,240567,Boss Western,J.Halliday Inn,1,0,0,1
3781,1,549,111.0,0,vienna,5,irish,0,240573,Independant,Independant,0,0,0,1
3801,1,627,105.0,0,amsterdam,5,romanian,0,240607,Independant,Independant,0,0,0,1
3774,1,862,74.0,4,sofia,5,slovakian,1,240559,Boss Western,Boss Western,1,0,0,1
3790,1,594,427.0,5,amsterdam,5,croatian,0,240591,Chillton Worldwide,Chill Garden Inn,0,1,0,1
3801,1,762,173.0,5,amsterdam,5,romanian,0,240607,Yin Yang,Ardisson,1,1,0,1
3801,1,442,189.0,6,amsterdam,5,romanian,0,240607,Accar Hotels,Marcure,0,0,0,1
3793,1,153,360.0,4,copenhagen,5,cypriot,0,240595,Yin Yang,Royal Lotus,1,1,2,1
3801,1,283,114.0,4,amsterdam,5,romanian,0,240607,Independant,Independant,1,0,0,1
3778,1,188,90.0,10,paris,5,austrian,0,240567,Accar Hotels,Ibas,0,0,0,1
3781,1,179,116.0,0,vienna,5,irish,0,240573,Independant,Independant,0,0,0,1
3801,1,269,151.0,0,amsterdam,5,romanian,0,240607,Yin Yang,Ardisson,0,1,0,1
3832,1,488,179.0,249,vilnius,42,finnish,0,240741,Accar Hotels,Safitel,1,1,1,1
3792,1,755,81.0,0,vienna,5,slovene,1,240593,Yin Yang,8 Premium,1,0,0,1
3790,1,971,180.0,4,amsterdam,5,croatian,0,240591,Chillton Worldwide,Tripletree,1,0,0,1
3778,1,41,144.0,4,paris,5,austrian,0,240567,Accar Hotels,Navatel,1,0,0,1
3794,1,888,219.0,20,madrid,5,german,0,240598,Morriott International,Corlton,1,0,1,1
3778,1,342,127.0,0,paris,5,austrian,0,240567,Independant,Independant,0,0,0,1
3780,1,7,92.0,0,madrid,5,hungarian,0,240572,Independant,Independant,0,0,0,1
3790,1,16,180.0,0,amsterdam,5,croatian,0,240591,Chillton Worldwide,Tripletree,1,0,0,1
3778,1,841,92.0,0,paris,5,austrian,0,240567,Independant,Independant,0,0,0,1
3792,1,446,108.0,0,vienna,5,slovene,1,240593,Independant,Independant,1,0,0,1
3788,1,586,288.0,3,rome,5,danish,0,240588,Yin Yang,Royal Lotus,1,1,0,1
3794,1,615,110.0,0,madrid,5,german,0,240598,Accar Hotels,Navatel,0,0,0,1
3794,1,7,96.0,0,madrid,5,german,0,240598,Independant,Independant,0,0,0,1
3777,1,948,250.0,6,paris,5,polish,1,240565,Accar Hotels,Marcure,1,1,0,1
3781,1,977,119.0,10,vienna,5,irish,0,240573,Accar Hotels,Navatel,0,0,0,1
3781,1,210,132.0,4,vienna,5,irish,0,240573,Accar Hotels,Navatel,0,0,0,1
3781,1,278,116.0,0,vienna,5,irish,0,240573,Independant,Independant,0,0,0,1
3776,1,939,171.0,0,madrid,5,dutch,0,240564,Morriott International,Morriot,1,1,0,1
3777,1,823,326.0,4,paris,5,polish,1,240565,Accar Hotels,Marcure,1,1,0,1
3780,1,780,340.0,5,madrid,5,hungarian,0,240572,Accar Hotels,Safitel,1,1,0,1
3778,1,776,169.0,0,paris,5,austrian,0,240567,Morriott International,CourtYord,1,0,0,1
3794,1,31,111.0,4,madrid,5,german,0,240598,Boss Western,Boss Western,0,0,0,1
3794,1,427,257.0,4,madrid,5,german,0,240598,Yin Yang,Royal Lotus,0,0,0,1
3767,1,717,358.0,5,madrid,5,french,1,240548,Accar Hotels,Safitel,1,1,0,1
3781,1,610,78.0,8,vienna,5,irish,0,240573,Accar Hotels,Ibas,1,0,0,1
3777,1,339,263.0,6,paris,5,polish,1,240565,Morriott International,Morriot,1,1,0,1
3794,1,747,179.0,7,madrid,5,german,0,240598,Morriott International,Morriot,1,0,0,1
3767,1,297,350.0,5,madrid,5,french,1,240548,Chillton Worldwide,Chill Garden Inn,1,1,0,1
3780,1,822,183.0,6,madrid,5,hungarian,0,240572,Morriott International,Morriot,1,0,0,1
3781,1,98,157.0,0,vienna,5,irish,0,240573,Boss Western,J.Halliday Inn,0,0,0,1
3778,1,216,255.0,6,paris,5,austrian,0,240567,Morriott International,Morriot,1,0,0,1
3774,1,815,236.0,5,sofia,5,slovakian,1,240559,Morriott International,Corlton,1,0,0,1
3780,1,135,340.0,5,madrid,5,hungarian,0,240572,Chillton Worldwide,Chill Garden Inn,0,1,0,1
3778,1,882,235.0,0,paris,5,austrian,0,240567,Accar Hotels,Marcure,1,1,0,1
3777,1,392,197.0,0,paris,5,polish,1,240565,Chillton Worldwide,Tripletree,0,1,1,1
3776,1,186,129.0,0,madrid,5,dutch,0,240564,Yin Yang,Ardisson,1,0,0,1
3778,1,742,443.0,5,paris,5,austrian,0,240567,Accar Hotels,Safitel,1,1,0,1
3778,1,419,144.0,4,paris,5,austrian,0,240567,Accar Hotels,Navatel,1,0,0,1
3778,1,972,106.0,4,paris,5,austrian,0,240567,Independant,Independant,1,0,0,1
3776,1,127,69.0,0,madrid,5,dutch,0,240564,Independant,Independant,1,0,0,1
3794,1,313,70.0,0,madrid,5,german,0,240598,Accar Hotels,Ibas,0,0,0,1
3794,1,164,149.0,4,madrid,5,german,0,240598,Yin Yang,Ardisson,1,0,0,1
3777,1,785,295.0,4,paris,5,polish,1,240565,Morriott International,Morriot,1,1,0,1
3776,1,97,229.0,10,madrid,5,dutch,0,240564,Accar Hotels,Safitel,1,1,0,1
3774,1,416,99.0,0,sofia,5,slovakian,1,240559,Boss Western,J.Halliday Inn,1,0,0,1
3788,1,536,129.0,0,rome,5,danish,0,240588,Boss Western,Boss Western,0,0,0,1
3797,1,416,107.0,0,sofia,5,french,0,240601,Boss Western,J.Halliday Inn,1,0,0,1
3788,1,286,130.0,5,rome,5,danish,0,240588,Accar Hotels,Navatel,0,0,0,1
3778,1,207,174.0,0,paris,5,austrian,0,240567,Boss Western,J.Halliday Inn,0,0,1,1
3801,1,510,351.0,8,amsterdam,5,romanian,0,240607,Morriott International,Corlton,0,0,0,1
3774,1,814,227.0,5,sofia,5,slovakian,1,240559,Accar Hotels,Safitel,0,0,0,1
3788,1,555,170.0,0,rome,5,danish,0,240588,Yin Yang,Ardisson,0,0,0,1
3797,1,304,93.0,15,sofia,5,french,0,240601,Accar Hotels,Marcure,1,0,0,1
3782,1,139,77.0,0,rome,5,greek,1,240574,Yin Yang,8 Premium,1,0,1,1
3778,1,731,199.0,0,paris,5,austrian,0,240567,Boss Western,J.Halliday Inn,1,0,0,1
3788,1,816,87.0,5,rome,5,danish,0,240588,Independant,Independant,0,0,0,1
3778,1,579,90.0,0,paris,5,austrian,0,240567,Accar Hotels,Ibas,0,0,0,1
